Rank,Kanji,Word,Part of Speech,English Translation,Phrase,English Phrase
4307,三度,san do,n.,three times,一日に三度の食事は大切だ。,It is important to have three meals a day.
4308,冷える,hieru,v.,"chill, become cold, feel cold",今朝はだいぶ冷えますね。,"It’s quite chilly this morning, isn’t it?"
4309,案,an,n.,"plan, proposal, idea",彼の案は会議で採決された。,His proposal was adopted at the meeting.
4310,心理,shinri,n.,psychology,私は彼の心理がわからない。,I cannot understand his psychology.
4311,縫う,nuu,v.,sew,母は私にドレスを縫ってくれた。,My mother sewed me a dress.
4312,おしゃべり（する）,o-shaberi(suru),n. v.,"chat, talk<br>chat, talk",彼女は授業中おしゃべりをしていた。,She was talking in class.
4313,次ぐ,tsugu,v.,"next to, after",インドは中国に次ぐ人口の多い国だ。,"India is the second most populated country, after China."
4314,復帰（する）,fukki(suru),n. v.,"return, comeback<br>return, come back, make a comeback",彼女は今年から舞台に復帰した。,She made a comeback on the stage this year.
4315,衝突（する）,shoutotsu(suru),n. v.,"collision<br>collide, clash",店から出てきた男と衝突した。,I collided with a man who came out of a shop.
4316,持ち出す,mochidasu,v.,"carry out, take out",こっそりお金を持ち出すところを見ら れた。,I was seen taking out the money secretly.
4317,浸かる,tsukaru,v.,be flooded; soak,私は肩までお湯に浸かった。,I soaked in the bath up to my shoulders.
4318,ドライブ（する）,doraibu,"n., v.",drive,新しい車でドライブに出かけませんか。,Would you like to go for a drive in my new car?
4319,テキスト,tekisuto,n.,textbook,授業が始まる前にテキストを買ってください。,Please buy the textbook before the class starts.
4320,変動（する）,hendou(suru),n. v.,"change, fluctuation, movement<br>change, fluctuate",金の価格は日々変動している。,The price of gold is fluctuating daily.
4321,吸い込む,suikomu,v.,breathe in; suck up,私達は新鮮な山の空気を吸い込んだ。,We breathed in fresh mountain air.
4322,木々,kigi,n.,trees,公園には木々が生い茂っている。,Trees grow luxuriantly in the park.
4323,ヒット,hitto,n.,hit,彼はヒットを放った。,He got a hit.
4324,箸,hashi,n.,chopsticks,彼は箸が上手に使えない。,He can’t use chopsticks well.
4325,食欲,shokuyoku,n.,appetite,今日は食欲がない。,I have no appetite today.
4326,語,go,n.,word; language,この語はどういう意味ですか。,What does this word mean?
4327,通信,tsuushin,n.,"correspondence, communication",弟は通信で勉強しています。,My younger brother is taking a correspondence course.
4328,一家,ikka,n.,"family, house, household",母は一家を切り盛りしている。,My mother manages the household.
4329,怒鳴る,donaru,v.,shout,私に怒鳴らないでください。,Please don’t shout at me.
4330,二十一年,nijuu ichi nen,n.,twenty-one years,この家は築二十一年です。,This house is twenty-one years old.
4331,専業主婦,sengyou shufu,n.,"housewife, homemaker",母は専業主婦です。,My mother is a housewife.
4332,滝,taki,n.,waterfall,橋の上の方に滝があります。,There’s a waterfall above the bridge.
4333,ひねる,hineru,v.,twist,ランニングで足首を捻った。,I twisted my ankle while running.
4334,身分,mibun,n.,"position, status",身分が違うので彼女と結婚できない。,I can’t marry her because of the difference in social status.
4335,敷地,shikichi,n.,"site, ground",ここは大学の敷地だ。,Here are the school grounds.
4336,冷める,sameru,v.,"cool, get cold",冷めないうちにどうぞ召し上がってください。,Please eat before it gets cold.
4337,ブルー,buruu,n.,blue,この赤ちゃんの目はブルーだ。,This baby has blue eyes.
4338,先進国,senshin-koku,n.,developed country,先進国は発展途上国を援助しなければならな い。,The developed countries must aid the developing countries.
4339,バナナ,banana,n.,banana,私はリンゴよりバナナが好きです。,I like bananas better than apples.
4340,取り扱い,toriatsukai,n.,"treatment, handling",その花瓶の取り扱いに注意してください。,Please take care handling that vase.
4341,フィルム,firumu,n.,film,フィルムを現像しに行きます。,I will go to get the film developed.
4342,日本酒,nihon-shu,n.,"sake, Japanese rice wine",父は毎晩日本酒を飲んでいます。,My father drinks sake every night.
4343,WWW,daburyuudaburyuudaburyuu,n.,World Wide Web,WWWサーバーにアクセスする。,We will access the WWW server.
4344,透明,toumei,na-adj.,"transparent, clear",この湖はとても透明だ。,This lake is very clear.
4345,即,soku,adv.,"at once, immediately",そのサッカー選手はレッドカードで即退場さ せられた。,The soccer player was sent off the pitch immediately with a red card.
4346,克服（する）,kokufuku(suru),n. v.,"conquest<br>conquer, overcome",彼女は食べ物の好き嫌いを克服した。,She has overcome food likes and dislikes.
4347,専門学校,senmon gakkou,n.,"technical school, college, vocational school",弟は専門学校で美術を専攻している。,My younger brother is majoring in art at college.
4348,六十歳,rokujus-sai,n.,sixty years old,彼は六十歳で定年を迎えた。,He retired at sixty.
4349,朝日,asahi,n.,"rising sun, morning sun",窓から朝日が差し込んだ。,The morning sun came in the window.
4350,スタジオ,sutajio,n.,studio,今日私達はスタジオで雑誌の撮影だ。,We will take magazine photographs in a studio today.
4351,長期,chouki,n.,long term,私は長期の休暇を取った。,I took a long holiday.
4352,美人,bijin,n.,"beautiful woman, beauty",彼女は本当に美人だ。,She is a real beauty.
4353,筆記用具,hikki yougu,n.,"stationery, writing materials",就職試験に筆記用具を持ってきてください。,Please bring writing materials to the employment exam.
4354,石油,sekiyu,n.,oil,石油の値段が値上がりした。,The price of oil has gone up.
4355,早朝,souchou,n.,early morning,彼は早朝の始発の電車に乗った。,He took the first train in the early morning.
4356,店内,tennai,n.,inside a shop,店内には二人客がいた。,There were two customers in the store.
4357,賃金,chingin,n.,"salary, wage",低い賃金で働きたくない。,I don’t want to work for a low wage.
4358,見回す,mimawasu,v.,"look around, look about",彼は忘れ物がないかあたりを見回した。,He looked around to see whether he had left anything behind.
4359,日程,nittei,n.,"schedule, itinerary",旅行の日程を来週に変更した。,I changed the schedule of my trip to next week.
4360,応用（する）,ouyou(suru),n. v.,application<br>apply,科学は日常生活に応用できる。,Science can be applied to daily life.
4361,真っ暗,makkura,na-adj. n.,black<br>pitch-dark,帰ってきたとき部屋は真っ暗だった。,The room was in darkness when I came home.
4362,眉,mayu,n.,eyebrow,彼は眉をしかめて考えた。,He knitted his brows in thought.
4363,レンズ,renzu,n.,lens,カメラのレンズを磨いた。,I polished the camera lens.
4364,五回,go kai,n.,five times,私達は週に五回英語の授業があります。,We have five English lessons a week.
4365,俗,zoku,"n., na-adj.","common, popular",俗にお金持ちと呼ばれる人はお金に細かい。,People who are commonly called the rich are tight with their money.
4366,パスタ,pasuta,n.,pasta,この店のパスタとピザはおいしい。,The pasta and pizza at this shop are tasty.
4367,差し込む,sashikomu,v.,"insert, plug in; come in, shine in",電話のプラグをコンセントに差し込んだ。,I put the telephone plug into the outlet.
4368,性能,seinou,n.,"performance, capability",電気自動車の性能がよくなってきています。,The performance of electric cars has improved.
4369,絵画,kaiga,n.,"painting, picture",オークションでその絵画を手に入れた。,I obtained the painting at an auction.
4370,刀,katana,n.,sword,侍は刀をさやに納めた。,The samurai sheathed his sword.
4371,理念,rinen,n.,philosophy,彼女の教育理念は私と違う。,Her eductional philosophy is different from mine.
4372,裁判官,saiban-kan,n.,judge,裁判官はすべての人に公平であるべきだ。,A judge should be fair to all people.
4373,戦略,senryaku,n.,strategy,私達は会社経営の戦略を立てた。,We worked out a company management strategy.
4374,核,kaku,n.,"nucleus, core",我が国は核の持ち込みを禁止しています。,Bringing nuclear weapons into our country is prohibited.
4375,農民,noumin,n.,farmer,農民は自給自足している。,The farmer is self-sufficient.
4376,コンクリート,konkuriito,n.,concrete,土台はコンクリートで固められています。,The foundation is bedded in concrete.
4377,環境問題,kankyou mondai,n.,environmental problem,私達は環境問題にもっと関心を持つべきで す。,We should be more interested in environmental problems.
4378,ライター,raitaa,n.,lighter,ライターを持っていますか。,Do you have a lighter?
4379,手入れ,teire,n.,"repair, maintenance",友人の家には手入れの行き届いた庭がある。,There is a well-kept garden at my friend’s house.
4380,判定（する）,hantei(suru),n. v.,"decision, judgment<br>decide, judge",相撲の勝敗はビデオの判定となった。,The sumo match result was a video decision.
4381,帯びる,obiru,v.,"have a trace of, be tinged with",トマトは赤みを帯びてきた。,The tomatoes were tinged with red.
4382,日曜,nichiyou,n.,Sunday,毎週日曜だけ料理をする。,I cook only every Sunday.
4383,昨今,sakkon,n.,nowadays,昨今物価が非常に高い。,"Nowadays, the prices are very expensive."
4384,対話（する）,taiwa(suru),n. v.,"dialogue, conversation<br>converse, discuss",親は子供ときちんと対話する事が大切だ。,It is important for parents to interact properly with their children.
4385,帯,obi,n.,"kimono sash, belt",着物の帯を固く締めた。,I tied the kimono sash tight.
4386,お好み焼き,okonomiyaki,n.,"okonomiyaki (Japanese-style savoury pancake with vegetables, meat, seafood etc.)",お好み焼きは広島と大阪が有名だ。,Okonomiyaki is famous in Hiroshima and Osaka.
4387,羊,hitsuji,n.,sheep,オーストラリアで羊の毛を刈った。,I sheared sheep in Australia.
4388,前半,zenhan,n.,first half,サッカーの前半は勝っていた。,We were winning in the first half of the soccer game.
4389,ショー,shoo,n.,show,私はそのテレビのショーに興奮した。,I was excited by the TV show.
4390,研究所,"kenkyuu-jo, kenkyuu-sho",n.,"research institute, laboratory",研究所は家の隣にある。,The laboratory is next to my house.
4391,生姜,shouga,n.,ginger,紅茶に生姜を入れて飲んだ。,I drank tea with ginger in.
4392,冒頭,boutou,n.,beginning,彼は会見の冒頭で謝罪した。,He apologized at the beginning of the interview.
4393,メジャー,mejaa,n.,major; measure,あの歌手はメジャーになった。,That singer became a major figure.
4394,公演,kouen,n.,performance,来週その演劇は大阪で公演します。,The theater is playing in Osaka next week.
4395,剣道,kendou,n.,kendo,彼女は剣道を習っている。,She is learning kendo.
4396,倉庫,souko,n.,"warehouse, storehouse",米は倉庫に貯蔵してある。,The rice is stored in warehouses.
4397,浴衣,yukata,n.,"yukata, cotton kimono",私は浴衣で花火を見に行った。,I went to see the fireworks in my yukata.
4398,直径,chokkei,n.,diameter,直径5センチの円を描きなさい。,Please draw a circle five centimeters in diameter.
4399,残業,zangyou,n.,overtime work,私は残業で疲れていた。,I was tired from working overtime.
4400,殺人,satsujin,n.,murder,彼は殺人の罪で起訴された。,He was indicted for murder.
4401,判明（する）,hanmei(suru),n. v.,"proving<br>turn out, identify",その噂は嘘であると判明した。,The rumor turned out to be false.
4402,統合（する）,tougou(suru),n. v.,"integration<br>integrate, combine",二つの会社を一つに統合した。,The two companies were integrated into one.
4403,水気,mizuke,n.,moisture,豆腐の水気を切った。,I drained the tofu.
4404,我ら,ware-ra,pron.,we,我らの罪を許したまえ。,Forgive us our trespasses.
4405,原料,genryou,n.,"raw material, ingredient",チョコレートの原料はカカオです。,The raw material for chocolate is cocoa.
4406,群れ,mure,n.,group; herd,牛の群れが牧場で草を食べていた。,A herd of cows was grazing in the meadow.
4407,新婦,shinpu,n.,bride,新婦が着たドレスはとても美しかった。,The dress that the bride wore was very beautiful.
4408,持ち物,mochimono,n.,personal belongings,自分の持ち物を忘れないでください。,Please don’t leave any personal belongings behind.
4409,転がる,korogaru,v.,roll,ボールが道路の向こう側に転がっていった。,The ball rolled across the road.
4410,おはよう,ohayou,interj.,good morning,「皆さん、おはよう」と先生が言った。,"The teacher said, “Good morning, everyone”."
4411,二匹,ni-hiki,n.,two (animals),彼は犬を二匹飼っている。,He has two dogs.
4412,天候,tenkou,n.,weather,五月は天候の変化が激しい。,There is a big change in the weather in May.
4413,危険性,kiken-sei,n.,danger,医者は喫煙の危険性について警告した。,The doctor warned me about the dangers of smoking.
4414,創設（する）,sousetsu(suru),n. v.,"foundation, creation<br>found, create",彼がこの学校を創設した人です。,He is the one who founded this school.
4415,年末,nenmatsu,n.,end of the year,年末はやらなければならないことがたくさん ある。,I have a lot of things to do at the end of the year.
4416,感,kan,n.,"feeling, emotion",彼は幸せ感でいっぱいになった。,He was filled with a feeling of happiness.
4417,イコール,ikooru,n.,equal,実力ナンバーワンとチャンピオンはイコール ではない。,Being the No.1 player does not always mean being a champion.
4418,実質的,jisshitsu-teki,na-adj.,substantial; essential,税金は実質的に値上がりするでしょう。,The tax will be raised substantially.
4419,響き,hibiki,n.,sound; echo,そのホールはピアノの響きがすばらしかった。,The sound of the piano in the hall was fantastic.
4420,六ヶ月,rok-kagetsu,n.,six months,彼女は妊娠六ヶ月だ。,She is six months pregnant.
4421,プラン,puran,n.,plan,旅行のプランはもう立てましたか。,Have you made any plans for your trip yet?
4422,グラウンド,guraundo,n.,"ground, playground, sports field",放課後はたいていグラウンドで野球をします。,I usually play baseball on the sports field after school.
4423,メキシコ,mekishiko,n.,Mexico,メキシコではスペイン語を話します。,People in Mexico speak Spanish.
4424,バー,baa,n.,bar,よくバーへワインを飲みに行きます。,I often go to a bar to drink wine.
4425,カップ,kappu,n.,cup,朝食用のカップを二つ買った。,I bought two breakfast cups.
4426,訴訟,soshou,n.,"suit, action",訴訟の弁護を友人の弁護士に頼んだ。,I asked a lawyer friend to defend me in the suit.
4427,流通（する）,ryuutsuu(suru),n. v.,"circulation, distribution<br>circulate, distribute",このお酒は一般に流通していない。,This alcohol isn’t widely distributed.
4428,郵送,yuusou,n.,"mail, post",履歴書を月末までに郵送してください。,Please send your resume by mail by the end of the month.
4429,平ら,taira,na-adj.,flat,平らな道を自転車で走った。,I went for a bicycle ride on a flat road.
4430,赤字,akaji,n.,"deficit, loss, (in) the red",今月の家計は赤字なので節約しなければなら ない。,We must make economies because the household budget is in the red this month.
4431,二位,ni-i,n.,second place,彼はマラソンで二位だった。,He came in second in the marathon.
4432,刃物,hamono,n.,"cutlery, edged tool, knife",刃物を振り回すのは危ない。,Waving a knife around is dangerous.
4433,苦情,kujou,n.,complaint,店員の対応の悪さについて苦情を言った。,He made a complaint about a clerk’s bad attitude.
4434,入社（する）,nyuusha(suru),n. v.,"entry to a company<br>enter a company, get a job",彼は大学を卒業した後新聞社に入社した。,He got a job in a newspaper company after graduating from university.
4435,役所,yakusho,n.,government office,父は役所に勤めています。,My father works for a government office.
4436,三百円,sanbyaku en,n.,three hundred yen,入館料は一人三百円です。,The entrance fee is three hundred yen per person.
4437,チラシ,chirashi,n.,"flyer, leaflet, handout",先生は学園祭のチラシを配った。,The teacher handed out the school festival leaflets.
4438,成人（する）,seijin(suru),n. v.,adult<br>come of age,日本では二十歳で成人となります。,People come of age when they are twenty years old in Japan.
4439,工具,kougu,n.,tool,工具は安全なところに保管してください。,Please keep tools in a safe place.
4440,先週,senshuu,n.,last week,先週から風邪でずっと寝込んでいます。,I caught a cold last week and have been in bed ever since.
4441,境,sakai,n.,"boundary, border",この道路が両国の境になっています。,This road forms the border between the two countries.
4442,国語,kokugo,n.,Japanese language,彼女は国語の先生です。,She is a teacher of Japanese.
4443,三十人,sanjuu-nin,n.,thirty people,私のクラスに三十人の学生が登録した。,There are thirty students registered in my class.
4444,兵士,heishi,n.,soldier,兵士は敵に銃を向けた。,The soldier aimed his gun at the enemy.
4445,芸能人,geinou-jin,n.,entertainer,街で芸能人にあったことがありますか。,Have you ever met an entertainer in the streets?
4446,こんにちは,konnichiwa,interj.,"Hello, Good afternoon",小さい子が私に「こんにちは」と言った。,The little child said hello to me.
4447,ふっと,futto,adv.,suddenly,彼がふっと現れたのでびっくりした。,I was surprised that he suddenly appeared.
4448,日付,hizuke,n.,"date, day",彼の出国の時間と日付けを教えてください。,Please tell me the time and date of his departure from the country.
4449,相違,soui,n.,"difference, disagreement",私達の間に意見の相違があるようだ。,There seems to be some disagreement between us.
4450,決定的,kettei-teki,na-adj.,"definitive, absolute",被告に有利な決定的証拠がない。,There is no conclusive evidence in favor of the defendant.
4451,無意識,mu-ishiki,n. na-adj.,unconsciousness<br>unconscious,私達は無意識に人を傷つけることがある。,We sometimes hurt other people’s feelings unconsciously.
4452,友人達,yuujin-tachi,n.,friends,友人達とおしゃべりを楽しんだ。,I enjoyed chatting with my friends.
4453,債務者,saimu-sha,n.,debtor,支払い能力のない債務者にはお金を貸さな い。,We won’t lend money to an insolvent debtor.
4454,四ヶ月,yon kagetsu,n.,four months,日本へ来て四ヶ月が経った。,It is four months since I came to Japan.
4455,始末（する）,shimatsu(suru),n. v.,"disposal, circumstances<br>manage, deal with, dispose of",ゴミの始末をお願いします。,Please dispose of rubbish.
4456,合間,aima,n.,"interval, pause, spare moment",合間にこの仕事をやっておいてください。,Please get this work done when you have some spare time.
4457,副作用,fuku-sayou,n.,side effect,この薬に副作用はありません。,This medicine has no side effects.
4458,成分,seibun,n.,"ingredient, constituent, component",血液の成分は何ですか。,What are the constituents of blood?
4459,初,hatsu,n.,first,彼女はパイロットになった初の女性です。,She was the first woman to become a pilot.
4460,ドライバー,doraibaa,n.,driver,ドライバーは交通規則を守らなければならな い。,Every driver must keep to the traffic rules.
4461,渋滞（する）,juutai(suru),n. v.,"traffic jam, delay<br>be delayed",私は渋滞に巻き込まれてイベントに遅れた。,I was late for the event because I got caught up in a traffic jam.
4462,遠慮（する）,enryo(suru),n. v.,reserve<br>hesitate,何かあったら遠慮せずに電話してください。,Don’t hesitate to call me if you have any problems.
4463,印,shirushi,n.,"mark, tick, check",次の質問を読んで正しいものに印をつけなさ い。,Read the following questions and mark the correct answers.
4464,今週,konshuu,n.,this week,今週はずっと雨が降るでしょう。,It will be raining all this week.
4465,慰める,nagusameru,v.,"console, comfort",試験に落ちたことに対して彼を慰めた。,I consoled him about failing the exam.
4466,一方的,ippou-teki,na-adj.,"unilateral, one-sided",彼とけんかして一方的に電話を切られた。,I had a quarrel with him and he hung up on me.
4467,開設（する）,kaisetsu(suru),n. v.,"establishment<br>establish, set up",この研究所は去年開設された。,This research institute was established last year.
4468,アニメ,anime,n.,animation,あのアニメが映画化されると聞いた。,I heard that animation will be made into a movie.
4469,さっさと,sassato,adv.,quickly,母が私に「さっさと宿題をしなさい」と言った。,"My mother said to me, “Do your homework quickly”."
4470,勢力,seiryoku,n.,"power, influence, strength",彼はテレビ業界での勢力が大きい。,He has great influence in the TV industry.
4471,梅,ume,n.,"plum, Japanese apricot",梅の花が咲く季節がやってきます。,Plum blossom season is coming.
4472,霊,rei,n.,"spirit, soul",死者の霊を慰めるために手を合わせた。,I put my hands together to appease the souls of the dead.
4473,予感（する）,yokan(suru),n. v.,"presentiment, foreboding, hunch<br>have a presentiment/foreboding/hunch",私は何か悪いことが起こる予感がした。,I had a presentiment that something bad would happen.
4474,学者,gakusha,n.,scholar,彼は偉大な学者だ。,He is a great scholar.
4475,車椅子,kuruma isu,n.,wheelchair,おじいさんを車いすに乗せて押した。,I pushed my grandfather in a wheelchair.
4476,月曜日,getsuyou bi,n.,Monday,月曜日はいつも憂鬱です。,I always feel blue on Mondays.
4477,北京,pekin,n.,Beijing,2008年に北京でオリンピックが開催された。,The Olympic Games took place in Beijing in 2008.
4478,論理,ronri,n.,logic,ディベートで彼は論理で攻めてきた。,He used logic to pursue his argument in the debate.
4479,見込む,mikomu,v.,"expect, trust",この天候で電車が遅れるだろうと見込んでい る。,I expect the train will be late because of this weather.
4480,四十分,"yonjup-pun, yonjip-pun",n.,forty minutes,家から大学まで電車で四十分かかる。,It takes forty minutes by train from my home to the university.
4481,歩道,hodou,n.,"sidewalk, pavement",歩道にお金が落ちていた。,I found a coin on the sidewalk.
4482,二千,nisen,num.,two thousand,二千を超えるファンが空港に集まった。,More than two thousand fans gathered at the airport.
4483,政治的,seiji-teki,na-adj.,political,彼はテレビでその議論の政治的な解決を 説明した。,He explained the political resolution of the dispute on TV.
4484,九年,kyuu nen,n.,nine years,日本の義務教育は九年だ。,Compulsory education in Japan lasts for nine years.
4485,欠く,kaku,v.,lack; chip,彼の態度は礼儀を欠く行為だ。,His behavior is an act devoid of courtesy.
4486,報告書,houkoku-sho,n.,report,彼は報告書のデータを集めるのに忙しかっ た。,He was busy collecting data for his report.
4487,近づける,chikazukeru,v.,bring close,本を目に近づけて読まない方がいい。,You should not hold the book close to your eyes when reading.
4488,壼,tsubo,n.,"pot, vase",彼はとても値打ちのある壼を飾ってい た。,He had on display a very valuable vase.
4489,講座,kouza,n.,"course, lecture",私は書道の講座を取っています。,I’m taking the calligraphy course.
4490,レシピ,reshipi,n.,recipe,母から祖母秘伝のレシピを教えてもらった。,I was taught my grandmother’s special recipes by my mum.
4491,行列（する）,gyouretsu(suru),n. v.,"procession, line, parade<br>line up, queue",駅に切符を買う長い行列ができていた。,A long line of people buying tickets had formed at the station.
4492,計上（する）,keijou(suru),n. v.,appropriation<br>appropriate,震災のための予算が計上された。,The budget was appropriated for the earthquake disaster.
4493,受診（する）,jushin(suru),n. v.,"(medical) consultation<br>consult, have a medical examination",午前中に健康診断を受診するつもりだ。,I’m going to have a medical examination in the morning.
4494,指揮（する）,shiki(suru),n. v.,"direction, command<br>conduct, direct",彼は巨大プロジェクトを指揮した。,He directed a huge project.
4495,保管（する）,hokan(suru),n. v.,"keeping, storage<br>keep",パスポートは安全なところに保管しています。,I keep my passport in a safe place.
4496,パートナー,paatonaa,n.,partner,私はテニスで彼女とパートナーを組んだ。,I had her as my partner in a tennis match.
4497,発足（する）,hossoku(suru),n. v.,start<br>start,新しい言語学会が十月から発足する。,The new Linguistic Society will be launched in October.
4498,火事,kaji,n.,fire,町は火事で全焼した。,The whole town was destroyed by a fire.
4499,中世,chuusei,n.,"Middle Ages, medieval",教会には中世のヨーロッパの生活を描い た絵が掛けられている。,A picture depicting life in medieval Europe hangs in the church.
4500,考察（する）,kousatsu(suru),n. v.,"consideration, examination<br>consider, examine",この論文は研究の動機について考察されてい ない。,The research motives are not examined in this paper.
4501,祝い,iwai,n.,celebration,母の八十歳のお祝いをした。,We had a celebration for our mother’s eightieth birthday.
4502,儲ける,moukeru,v.,"profit, earn, gain",彼女は株で百万円儲けた。,She made one million yen on the stock market.
4503,指差す,yubisasu,v.,point,彼は自分の家を指差した。,He pointed at his own house.
4504,認可（する）,kyoka(suru),n. v.,"permission, approval<br>permit, approve",許可なしでこの教室は使用できない。,No one is to use this classroom without permission.
4505,劣る,otoru,v.,be inferior,彼の演技は姉のよりも劣っていた。,His performance was inferior to that of his sister.
4506,ぶつける,butsukeru,v.,hit; throw,彼は車を塀にぶつけてしまった。,He hit his car on the fence.
4507,条約,jouyaku,n.,"treaty, agreement",我が国は隣国と条約を結んだ。,Our country concluded a treaty with the neighboring country.
4508,像,zou,n.,"figure, statue",自由の女神の像までフェリーで行った。,I went to the Statue of Liberty by ferry.
4509,マッチ（する）,matchi(suru),"n., v.",match,客の条件にマッチしたアパートを見つけた。,I found an apartment that matched the client’s requirements.
4510,二千円,nisen en,n.,two thousand yen,私は友人に二千円貸した。,I lent my friend two thousand yen.
4511,キャベツ,kyabetsu,n.,cabbage,サラダを作るためにキャベツを千切りにした。,I shredded cabbage to make salad.
4512,デザート,dezaato,n.,dessert,食事の最後に素晴らしいデザートが出た。,A fine dessert was served after the meal.
4513,議員,giin,n.,member of Diet/Congress/Parliament,彼は大阪から議員に立候補した。,He stood for the Diet from Osaka.
4514,審議（する）,shingi(suru),n. v.,"discussion, deliberation<br>discuss, deliberate",その事件は来週裁判で審議される。,The case will come up for discussion at the trial next week.
4515,涼しい,suzushii,i-adj.,cool,だんだん涼しくなってきた。,It’s gradually getting cooler.
4516,性,sei,n.,"sex, gender",この会社では性による差異がある。,There is gender differentiation in this company.
4517,仕草,shigusa,n.,"behavior, gesture",私は彼の落ち着かない仕草が好きじゃない。,I don’t like his impatient gestures.
4518,マスター（する）,masutaa(suru),"n., v.",master,中国語の発音をマスターするのは難しい。,Chinese pronunciation is difficult to master.
4519,泡,awa,n.,"bubble, foam",ビールの泡がグラスから溢れた。,The foam on the beer overflowed from the glass.
4520,年配,nenpai,n.,elderly person,年配の男性がオフィスにやってきた。,An elderly man turned up at the office.
4521,万が一,mangaichi,adv.,just in case,万が一の場合は電話ください。,"In case of an emergency, please call me."
4522,挙げ句,ageku,n.,"in the end, finally",彼は刑務所から逃亡した挙げ句捕まった。,In the end he was arrested after escaping from jail.
4523,つなげる,tsunageru,v.,"connect, tie",あのアパートはインターネットにつなげるか 確かめた。,I checked whether it is possible to connect to the Internet from that apartment.
4524,弟子,deshi,n.,"pupil, disciple",踊りの先生は去年弟子を取った。,The dance teacher took pupils last year.
4525,分解（する）,bunkai(suru),n. v.,"analysis<br>resolve, dismantle, take apart, analyze",彼は時計を分解した。,He took the watch apart.
4526,一発,ip-patsu,n.,"shot, punch",右頬に一発パンチをくらった。,I got a punch on the right cheek.
4527,ささやく,sasayaku,v.,whisper,彼女は彼の耳元でささやいた。,She whispered in her boyfriend’s ear.
4528,調達（する）,choutatsu(suru),n. v.,"supply, procurement<br>supply, procure",当時は食料の調達が難しかった。,It was hard to procure food in those days.
4529,二十六,nijuu roku,num.,twenty-six,アルファベットは二十六文字ある。,There are twenty-six letters in the alphabet.
4530,制服,seifuku,n.,uniform,私達の学校では制服を着ます。,We wear uniforms at our school.
4531,オーブン,oobun,n.,oven,オーブンでケーキを焼いた。,I baked a cake in the oven.
4532,パンフレット,panfuretto,n.,brochure,旅行のパンフレットに目を通した。,I looked through the travel brochures.
4533,賞,shou,n.,"prize, award",彼女はこの小説で賞をもらった。,She received the prize for this novel.
4534,白人,hakujin,n.,"Caucasian, ‘white person’",彼女は白人の男性と結婚した。,She married a white man.
4535,いささか,isasaka,adv.,"a little, slightly, rather",祖父はいささか気難しい。,My grandfather is rather hard to please.
4536,先頭,sentou,n.,"head, lead",私は列の先頭に立った。,I was in the lead.
4537,真っ黒,makkuro,na-adj.,black,トーストを真っ黒に焦がした。,I burned the toast black.
4538,すっと,sutto,adv.,quickly; quietly; straight,彼女はすっと立ち教室から出て行った。,She stood straight up and went out of the classroom.
4539,公共,koukyou,n.,"public, common",公共の場はきれいにしておきましょう。,Let’s keep public places clean.
4540,貴族,kizoku,n.,"noble, nobility, aristocracy",彼は貴族として生まれた。,He was nobly born.
4541,散る,chiru,v.,"fall, drop",秋が終わり木の葉が散ってしまった。,Autumn ended and the leaves fell from the trees.
4542,路地,roji,n.,"alley, lane",野良猫が路地をうろついている。,Feral cats prowl around the alleys.
4543,緑色,midoriiro,n.,green,父は塀を緑色に塗った。,My father painted the fence green.
4544,逃げ出す,nigedasu,v.,run away,もし英語で話しかけられたら逃げ出すかもし れない。,"If someone suddenly spoke to me in English, I might run away."
4545,繁栄（する）,han’ei(suru),n. v.,"prosperity<br>prosper, flourish",町は貿易の中心として繁栄した。,The town flourished as a trading center.
4546,銃,juu,n.,gun,彼は強盗犯に銃を向けた。,He pointed his gun at the robber.
4547,今後とも,kongo-tomo,adv.,"from now on, in the future",今後ともよろしくお願いします。,We look forward to working with you in the future.
4548,担ぐ,katsugu,v.,"carry, shoulder",リュックサックを担いで山に登った。,I shouldered a rucksack and climbed the mountain.
4549,撒く,maku,v.,"scatter, water",花壇に水を撒いた。,I watered the flowerbed.
4550,合理的,gouri-teki,na-adj.,"reasonable, rational",合理的に説明をしないとわかりません。,I don’t understand if you don’t explain rationally.
4551,果て,hate,n.,the end,世界の果てまで彼について行くと決めた。,I resolved to follow him to the ends of the earth.
4552,霧,kiri,n.,fog,ロンドンは濃い霧が一面に立ちこめていた。,London was completely shrouded in thick fog.
4553,主催（する）,shusai(suru),n. v.,"promotion, organizing<br>host, promote, organize",このパーティーは学生が主催した。,This party was organized by the students.
4554,選択肢,sentaku-shi,n.,"choices, alternatives",学生はいくつかの選択肢の中から授業が選べ ます。,The student can choose the lessons from several alternatives.
4555,密接,missetsu,na-adj.,close,両国の関係はますます密接になった。,The two countries have grown increasingly close.
4556,煮込む,nikomu,v.,stew,肉と野菜を煮込んでスープを作った。,I made a soup by stewing the meat and vegetables.
4557,表,omote,n.,"front; outside, surface",表で遊ぶときは注意しなさい。,Be careful when you play outside.
4558,錯覚（する）,sakkaku(suru),n. v.,"illusion, delusion, trick<br>have the illusion/impression",目の錯覚で丸く見えた。,It looked round because of an optical illusion.
4559,乗り物,norimono,n.,vehicle; (amusement park) ride,目的地まで飛行機ではなく他の乗り物で行く ことができますか。,"Is it possible to get to the destination by some other means of transportation, rather than by airplane?"
