Rank,Word,Part of Speech,English Translation,Phrase,English Phrase,Frequency
3994,rebelião,nf,rebellion,a rebelião foi esmagada pelo exército,The rebellion was crushed by the army.,40
3995,pisar,v,to step,"por favor, não pise na relva","Please, don’t step on the grass.",40
3996,vizinhança,nf,neighborhood,"a vizinhança estava agitada: mulheres às janelas, crianças às portas, olhando","The neighborhood was in an uproar: women at the windows and children at the doors, all watching.",42
3997,motivação,nf,motivation,qual foi a sua principal motivação para fazer este filme?,What was your principal motivation for making this movie?,42
3998,educar,v,to educate,não vai educar o aluno nesse sentido,She’s not going to educate the student by doing that,40
3999,inveja,nf,envy,a inveja é um sentimento que pode ser destrutivo,Envy is a feeling that can be destructive.,41
4000,equilibrar,v,to balance,aprendemos a equilibrar o orçamento em tempos de extrema crise,We learned to balance the budget in times of extreme crisis.,40
4001,pesquisar,v,"to research, investigate",os professores pesquisaram as estruturas de várias moléculas,The professors researched the structures of various molecules.,40
4002,emissora,nf,network (TV and radio),a informação está sendo divulgada por emissoras locais de rádio e televisão,The information is being broadcast by local radio and television networks.,41
4003,réu,nm,"defendant, accused",os réus foram acusados de sabotagem e de conspiração,The defendants were accused of sabotage and conspiracy.,41
4004,debruçar,v,to bend or lean over,Marina debruçou-se sobre a banquinha para abrir a gaveta do fundo,Marina bent over the little bench to open the back drawer.,41
4005,autarquia,nf,self-governing unit [EP],"a universidade é, sim, uma autarquia especial, que tem autonomia administrativa e financeira. [EP]",The university is indeed a special self-governing body which has administrative and financial autonomy.,47
4006,bezerro,nm,calf,sinto-me como se fosse um bezerro levado ao matadouro,I feel like a calf going to slaughter.,40
4007,depressão,nf,depression,a depressão é o principal factor de risco do suicídio,Depression is the primary risk factor for suicide.,41
4008,idioma,nm,language,a sua literatura foi traduzida em 74 idiomas,His literature was translated into 74 languages.,41
4009,rumor,nm,rumor,temos que silenciá-lo antes que o rumor chegue aos ouvidos dele,We have to silence this before the rumor reaches his ears.,42
4010,gruta,nf,"cave, grotto","durante o último período glacial, o homem começou a viver em grutas","During the last Ice Age, Man started to live in caves.",40
4011,marcante,aj,"memorable, noteworthy",as horas marcantes de minha infância pertencem aos campos de Itaqui,The memorable hours of my childhood were spent in the fields of Itaqui.,41
4012,espectro,nm,"spectrum, specter",o arco-íris exibe as cores do espectro electromagnético na região do visível,Rainbows display the colors of the electro- magnetic spectrum visible to the human eye.,43
4013,plantação,nf,plantation,eles importaram escravos africanos para trabalhar nas plantações de açúcar,They imported African slaves to work on the sugar plantations.,41
4014,soberano,aj,sovereign,no tratado o Vaticano foi reconhecido como um estado soberano,"In the treaty, the Vatican was recognized as a sovereign state.",41
4015,cláusula,nf,clause (of a contract),"é, portanto, lícita a cláusula contratual que estipula a variação cambial","Therefore, the contractual clause that allows for fluctuations in the exchange rate is legal.",42
4016,controvérsia,nf,controversy,as condições sociais são objeto de muita controvérsia,The social conditions are the object of much controversy.,41
4017,pedagógico,aj,"pedagogical, teaching",os pupilos do professor Policarpo conheciam métodos pedagógicos.,The pupils of Professor Polycarp were familiar with pedagogical methods.,41
4018,descarga,nf,"discharge, flush",o seu funcionamento baseia-se numa descarga de corrente eléctrica,Its functioning is based on the discharge of an electric current.,43
4019,carinho,nm,"endearment, tenderness",a família criou laços de amizade e carinho,The family forged bonds of friendship and endearment.,40
4020,estimativa,nf,estimate,tem alguma estimativa das eventuais perdas?,Do you have some sort of estimate of the eventual losses?,43
4021,advertir,v,to warn,ele próprio advertiu que este seria um processo difícil,He himself warned that it would be a difficult process.,43
4022,borboleta,nf,butterfly,"no horto, descansaremos da jornada, enquanto, entre as boninas, voam as borboletas","In the vegetable garden we will rest from our journey, while, among the daisies the butterflies fly about.",40
4023,volante,nm,steering wheel,falar ao telefone ao volante de um carro quadruplica os riscos de acidentes,Talking on the telephone while at the wheel quadruples the risk of a car accident.,41
4024,extremidade,nf,"end, edge",a outra extremidade do tubo é tapada também,The other end of the tube is also plugged.,42
4025,bloqueio,nm,"blockade, siege, obstruction",o bloqueio dos portos é um golpe devastador,The blockade of the ports is a devastating blow.,42
4026,promotor,na,"promoting, promoter","promovido a general em 1922, ele foi o promotor de justiça no julgamento","Having been promoted to general in 1922, he was the promoter of a fair trial.",40
4027,rabo,nm,"tail, buttocks","um dos cães veio atrás de mim, tímido, de rabo encolhido","One of the dogs followed timidly behind me, with its tail between its legs.",41
4028,semestre,nm,semester,uma vez por semestre o Conselho da Universidade reunir-se-á,"One time per semester, the University Council will meet.",41
4029,décimo,na,"units of ten, tenth","na realidade, usamos a escala em décimos para facilitar os cálculos","In reality, we use a scale based on units of ten in order to make calculations easier.",40
4030,democrata,na,democrat,os democratas liberais obtiveram ganhos significativos nas eleições locais de maio,The liberal democrats scored significant gains in May’s local elections.,42
4031,cigano,nm,gypsy,acontecia acamparem por lá bandos de ciganos em peregrinação pelo mundo,It so happened that bands of gypsies who roamed the world used to camp there.,41
4032,ventre,nm,womb,foram necessárias quatro mãos para arrancar o menino do ventre da mãe,Four hands were needed in order to get this baby out of its mother’s womb.,42
4033,embalagem,nf,"container, wrapping",o verso das embalagens contém receitas que podem ser destacadas e colecionadas,The back of the containers contains receipes that can be cut out and collected.,41
4034,almoçar,v,to eat lunch,ele janta e almoça com diplomatas,He eats dinner and lunch with diplomats.,44
4035,pular,v,"to jump, skip","ele atirou-se na estrada, pulou a cerca e correu","He threw himself onto the highway, jumped the fence, and ran.",42
4036,inclinar,v,"to lean, incline","actualmente, a torre inclina-se 5,5 graus na vertical","Currently, the tower leans 5.5 degrees from the vertical.",41
4037,lavrador,nm,"farmer, peasant","apareciam também lavradores das redondezas, que adquiriam sementes para as suas terras",Farmers also came from neighboring areas to get seeds for their land.,40
4038,biologia,nf,biology,em biologia isto é um método de identificação de um organismo,"In biology, this is a method for identifying an organism.",41
4039,quota,nf,"amount, quota",punem aqueles que deixam de pagar as quotas,They punish those who fail to pay the designated amount.,41
4040,estético,aj,"aesthetic, elegant",o movimento estético surrealista baseou-se enormemente nas idéias de Freud,The aesthetic surrealist movement is widely based on Freud’s ideas.,40
4041,repleto,aj,"full, overrunning","o prato dele estava repleto, gorduroso e odorento","His plate was full, greasy and smelly.",42
4042,cesta,nf,"basket, trash can, hoop",o Capuchinho Vermelho saiu com um pano pela cabeça e uma cesta no braço,Little Red Riding Hood left with a hood on her head and a basket on her arm.,40
4043,genro,nm,son-in-law,o pai dela não gostava do genro e discutia muito com ele,Her father didn’t like his son-in-law and argued a lot with him.,40
4044,macio,aj,soft,o travesseiro feito com pena de ganso é mais macio,Pillows made with goose feathers are softer.,41
4045,clandestino,aj,"illegal, clandestino",na Califórnia faz-se sentir muito pouco a emigração clandestina brasileira,"In California, the effects of illegal Brazilian immigration aren’t very noticeable.",40
4046,aspiração,nf,"aspiration, desire",o homem é um ser movido por aspirações e paixões,Man is a being moved by aspirations and passions.,40
4047,sereno,aj,"serene, calm, peaceful","apesar dos problemas na vida, ele era uma pessoa muito serena","In spite of the problems in his life, he was a very serene person.",41
4048,lume,nm,"light, fire [EP]","acendam-se as lanternas, quero lume. [EP]","Light the lanterns, I want light.",41
4049,injecção,nf,injection,o tratamento dele envolve a injecção de um ARN específico,His treatment includes the injection of a specific RNA.,40
4050,sistemático,aj,systematic,somos levados a concluir que existe um erro sistemático,We are compelled to conclude that the error is systematic.,41
4051,atrasar,v,"to delay, make late",a chegada dos filhos atrasava-se; os vôos eram muitas vezes cancelados,The children’s arrival was delayed; their flights were often cancelled.,40
4052,latim,nm,Latin,a palavra “artigo” é derivada do latim “articulum”,The word “article” is derived from the Latin “articulum.”,41
4053,tenente,nm,lieutenant,ele tornou-se tenente da Irlanda e conduziu um exército contra os rebeldes,He became an Irish Lieutenant and led an army against the rebels.,41
4054,santuário,nm,sanctuary,o santuário mais venerado da religião xintoísta localiza-se em Ise,The most venerated sanctuary of the Shinto religion is found in Ise.,42
4055,solidário,aj,fully supportive,o político recebeu o apoio solidário dos deputados social-democratas,The politician received the full-fledged support from the social democrat representatives.,40
4056,cívico,aj,civic,as coalizões e movimentos cívicos tiveram um forte avanço nas eleições,The coalitions and civic movements made great progress in the elections.,40
4057,cano,nm,"pipe, tube, gun barrel",o cano de água para alimentação do tanque estará escondido pelas pedras,The water pipe that feeds the tank will be hidden by the rocks.,40
4058,violão,nm,acoustic guitar,"uma voz de homem cantava uma modinha conhecida, acompanhada de violão",A man’s voice sung a familiar tune accompanied by acoustic guitar.,39
4059,dama,nf,"lady, dame","a dama loura habitava uma casa elegante e discreta, com duas criadas",The blonde lady lived in an elegant but modest house with two servants.,41
4060,sacrificar,v,to sacrifice,"tudo ela sacrificara, tudo abandonara pelo amor dele",She sacrificed everything; she abandoned everything for his love.,39
4061,ciúme,nm,jealousy,ela atribui o fim de seu casamento ao ciúme obsessivo do marido,She attributed her marriage’s failure to her husband’s obsessive jealousy.,39
4062,cómodo,na,"comfort, room, comfortable",poucos eram os lugares que lhe podiam dar cómodo e satisfação,Few were the places that could offer him comfort and satisfaction.,40
4063,supermercado,nm,supermarket,"por exemplo, um supermercado comercializa bens alimentares, mas também vestuário","For example, a supermarket sells food goods, but also sells clothing.",40
4064,lábio,nm,lip,sobre seus lábios perpassou um sorriso de inefável contentamento,A smile of unspeakable contentment passed over his lips.,40
4065,aliar,v,"to join, ally oneself with",os dois movimentos aliaram-se numa coligação governamental,The two movements joined in a single governmental alliance.,40
4066,romancista,nm,novelist,o público tende a confundir os romancistas com os heróis de seus romances,The public tends to confuse novelists with the heroes from their novels.,39
4067,periferia,nf,"outskirts, periphery",a população mais pobre fica nas periferias da cidade,The poorest among the population live on the outskirts of the city.,40
4068,fundamentalmente,av,"basically, fundamentally",os computadores modernos operam fundamentalmente em base dois,Modern computers basically operate in base two.,40
4069,coincidência,nf,coincidence,"por uma estranha coincidência, todos esses instrutores são conhecidos como Franz","By a strange coincidence, all of the instructors are known as Franz.",39
4070,obstante,av,"(não o.) notwithstanding, nevertheless","não obstante esta aliança entre os dois países, Espanha declarou guerra a Portugal","Notwithstanding this alliance between the two countries, Spain declared war on Portugal.",40
4071,alinhar,v,"to align, line up with",uma agulha magnética suspensa alinha-se com as linhas do campo magnético,A suspended magnetic needle aligns itself with the lines of a magnetic field.,40
4072,parâmetro,nm,parameter,a largura é um dos parâmetros e a altura é o outro,Width is on of the parameters and height is the other.,44
4073,corno,nm,horn,"fiquei preso, pela camisa, aos cornos do boi","I got stuck, by my shirt, on the bull’s horns.",40
4074,variante,nf,"variant, variable",o argumento filosófico possui diversas variantes subtis,The philosophical argument has several subtle variants.,39
4075,elenco,nm,"troupe, list, index",o elenco é constituído por actores e músicos,The troupe is made up of actors and musicians.,40
4076,tardar,v,"to delay, be late","a família Ribeiro não chegara ainda, mas não devia tardar muito","The Ribeiro family still hadn’t arrived, but it shouldn’t be too long now.",41
4077,horrível,aj,horrible,eles ouvem contar histórias horríveis de fraudes perpetradas por criminosos,They heard horrible stories told about frauds perpetrated by criminals.,41
4078,viajante,nc,traveler,para o viajante é desoladora a primeira impressão de São Paulo,"For the traveler, the first impression of São Paulo is devastating.",40
4079,meio-dia,nm,"noon, mid-day","eu sentia agora o mormaço do meio-dia, um calor úmido","I now felt the noon-day sweltering heat, a humid heat.",41
4080,investidor,nm,investor,os investidores estão muito satisfeitos com os resultados dos seus investimentos,The investors are very happy with the results of their investments.,47
4081,agenda,nf,"agenda, schedule",de tudo ele tomou nota numa destas agendas,He took note of everything in one of these agendas.,40
4082,condenação,nf,"sentence, condemnation",esta foi a primeira condenação à morte ordenada pelo governo,This was the first death sentence issued by the government.,40
4083,afecto,nm,affection,"ele apertou-me a mão com afeto, e separamo-nos","He shook my hand with affection, and we parted.",39
4084,remuneração,nf,"payment, salary",acrescenta-se que a remuneração diária pelo serviço do turno da noite é de 15 contos,"Furthermore, the salary for the night shift is 15 thousand escudos per day.",42
4085,auge,nm,"apex, climax, pinnacle","as fronteiras do império otomano, no seu auge, estenderam-se até à Hungria","The borders of the Ottoman Empire, at its apex, extended to Hungary.",40
4086,punição,nf,punishment,a punição pela violação dessa lei será a detenção prolongada,The punishment for the violation of that law is a lengthy imprisonment.,40
4087,muscular,aj,muscular,sintomas mais severos podem incluir espasmos musculares,More severe symptoms may include muscular spasms.,42
4088,selva,nf,jungle,eles estão bem nas selvas das onças e das cobras,They fit right in the jungle with all the panthers and the snakes.,40
4089,similar,aj,similar,procuramos grupos com ideologia similar a nossa,We are looking for groups with an ideology similar to ours.,42
4090,noivo,nm,"fiancé, bridegroom",o noivo a quem destino minha filha é um moço muito distinto,The groom to whom my daughter is promised is a very distin- guished young man.,40
4091,gramática,nf,grammar,a escrupulosa sujeição às regras da gramática impede saber falar a língua,Scrupulous subjection to the rules of grammar keeps one from being able to speak the language.,40
4092,varrer,v,to sweep,minha mãe fazia-me varrer a casa e fazer outros serviços menores,My mother made me sweep the house and do other minor chores.,39
4093,veneno,nm,"poison, venom",o tabaco é um veneno,Tobacco is a poison.,39
4094,longínquo,aj,"far away, distant",ele viu uma antiga caixa de música vinda de terras longínquas,He saw an old music box that came from far away lands.,41
4095,encerramento,nm,closing,"tem havido encerramentos de minas e fábricas, mas também têm sido feitos investimentos","There have been closings of mines and factories, but there have also been investments.",42
4096,conformar,v,"to accept, conform, adapt",não me conformo com a idéia,I do not accept the idea.,40
4097,higiene,nf,hygiene,a ênfase residia na higiene geral para a prevenção de doenças,The emphasis was on general hygiene which prevents diseases.,40
4098,comissário,nm,"commissioner, superinten- dent",libertou-o o próprio comissário que o prendera,"The very commissioner that had captured him, released him.",38
4099,hospitalar,aj,relating to a hospital,gasta-se mais em saúde hospitalar do que em saúde preventiva,More is spent on hospital visits than on preventive measures.,41
4100,incidir,v,"to focus on, fall upon, occur",as críticas incidem nos poderes adquiridos pelas autoridades nacionais,The criticism focuses on the powers acquired by national authorities.,40
4101,elementar,aj,elementary,essa proposta foi criticada por ignorar princípios elementares do método,That proposal was criticized for ignoring the method’s elementary principles.,40
4102,evidenciar,v,"to become noted for, stand out",o cardeal evidenciou-se pela defesa da monarquia,The cardinal became noted for his defense of the monarchy.,40
4103,susto,nm,"fright, shock, scare",Com um grande susto dei-me conta de que havia vozes à minha volta,"With terrible fear, I realized there were voices all around me.",40
4104,temor,nm,"fear, apprehension, concern","há sempre o temor da má vizinhança,",There is always the fear of bad neighborhood.,39
4105,materno,aj,"maternal, motherly",ela sugere que o leite materno vá sendo gradualmente substituído pelos alimentos,She suggests that the mother’s milk be gradually replaced by solid foods.,41
4106,genérico,aj,generic,os medicamentos genéricos são idênticos aos de marca,Generic medicines are identical to those with name brands.,41
4107,cidadania,nf,citizenship,os índios não partilhavam os direitos de cidadania com a minoria branca,The Indians didn’t partake in the rights of citizenship along with the white minority.,41
4108,regionalização,nf,regionalization [EP],a regionalização do continente tem como objectivo os investimentos [EP],One of the objectives of the regionalization of the continent is investment.,49
4109,cautela,nf,"caution, care",os três soldados avançaram com cautela. Não sabiam se haveria nova surpresa,The three soldiers advanced with caution. They didn’t know if there would be any new surprise.,41
4110,liberar,v,"to release, liberate [BP]",o rapaz foi liberado,The young man was released.,39
4111,arredor,nm,"outskirts, suburbs (PL) [EP]",queremos visitar os principais pontos turísticos nos arredores de Roma. [EP],We want to visit the main tourist attractions in the outskirts of Rome.,39
4112,sueco,na,Swedish,escândio foi descoberto pelo químico sueco Lars Nilson,Scandium was discovered by the Swedish chemist Lars Nilson.,40
4113,regular,v,to regulate,a vila regula-se por hábitos e regras seculares,The village is regulated by customs and secular rules.,39
4114,largura,nf,width,"na foz, onde o rio deságua no mar, sua largura é de 300 quilômetros","At the mouth of the river, where it flows into the sea, its width is three hundred kilometers.",37
4115,pendente,aj,"waiting for, pending, hanging",todas as demais questões estão pendentes de uma iniciativa moralizadora da administração,All remaining matters are waiting for a positive initiative from the administration.,40
4116,testa,nf,"forehead, forefront","Sílvio sentou-se na cama, os olhos ardentes, a testa molhada de suor","Silvio sat down on the bed, his eyes burning and his forehead covered in sweat.",39
4117,renúncia,nf,"renunciation, resignation",o historiador registou a renúncia da rainha ao seu reino,The historian noted the queen’s renouncing of her kingdom.,40
4118,renascimento,nm,"renaissance, rebirth","o Renascimento fez reviver a escrita histórica, assim como o estudo da história",The Renaissance revived historical writing as well as the study of history.,40
4119,visconde,nm,viscount,a cidade foi governada pelo visconde de Milão,The city was governed by the viscount of Milan.,40
4120,suspeitar,v,to suspect,ela suspeitava que todas as pessoas a procuravam evitar,She suspected that everyone tried to avoid her.,39
4121,simultâneo,aj,simultaneous,o cérebro compara estas duas imagens simultâneas,The brain compares these two simultaneous images.,40
4122,beijar,v,to kiss,o homem abraçou e beijou a mulher,The man embraced and kissed the woman.,39
4123,favorito,na,"favorite, preferred",a série policial é uma das favoritas do nosso amigo,The police movie series is one of our friend’s favorites.,40
4124,brigada,nf,brigade,a brigada real irlandesa atacou o exército francês,The Irish Royal Brigade attacked the French army.,38
4125,sorrir,v,to smile,sorrimos quando vimos o pequeno Duarte a beijar a nossa filhinha,We smiled when we saw little Duarte kissing our little daughter.,39
4126,culminar,v,to culminate,o movimento culminou com o envio de um documento assinado pelo prefeito,The movement culminated in the sending of a document signed by the mayor.,42
4127,bacalhau,nm,cod fish,"trazia-se um barco carregado de peixe, de bacalhau","He brought in a boat full of fish, cod fish.",39
4128,alga,nf,"algae, seaweed","eu revi aquele mar de águas verdes, cheias de algas flutuantes","I again saw that sea of green waters, full of floating algae.",39
4129,especulação,nf,speculation,houve especulação sobre a excêntrica órbita do planeta,There was speculation about the unusual orbit of the planet.,39
4130,alertar,v,"to advise, warn","o melhor remédio é mesmo a prevenção, alertou o médico","Prevention really is the best medicine, the doctor advised.",40
4131,desprezo,nm,"contempt, disdain","castiga-me com o teu desdém, com o teu desprezo, se quiseres","Punish me with your disdain, with your contempt, if you will.",40
4132,vitorioso,aj,victorious,em 1964 ele saiu vitorioso de um longo conflito com o seu irmão,"In 1964, he came off victorious from a long conflict with his brother.",39
4133,ansioso,aj,anxious,"à noite ela não dormiu, inquieta, ansiosa por chegar a manhã","During the night, she didn’t sleep, being restless and anxious for the morning to arrive.",39
4134,expulsão,nf,expulsion,a sua expulsão deixou um rasto luminoso na crónica escolar,His expulsion left a searing mark on his scholastic transcripts.,40
4135,caos,nm,chaos,era um caos. Fui eu que pus ordem em tudo,It was a chaos. I was the one who put everything in order.,38
4136,baptizar,v,to baptize,ele foi baptizado quando era já adulto,He was baptized when he was already an adult.,40
4137,apreciação,nf,appreciation,a apreciação da arte constitui uma das chaves para o desenvolvimento espiritual,The appreciation of art constitutes one of the keys to spiritual development.,39
4138,avistar,v,"to catch sight of, see in the distance","passados 20 dias, ele chegou a avistar terra","After twenty days, he caught sight of land.",40
4139,artéria,nf,artery,o sangue oxigenado é transportado pelas artérias,Oxygenated blood is transported through the arteries.,42
4140,intitulado,aj,entitled,ontem o Teatro Lírico representou um baile intitulado “Remorso”,"Yesterday, the Lyric Theatre performed a ballet entitled “Remorse.”",41
4141,imprimir,v,"to print, mark, influence",esta impressora imprimia os dois lados da folha de papel,This printer printed on both sides of the paper.,40
4142,temporário,aj,temporary,eles assinarão contratos temporários de trabalho e depois serão substituídos pelos concursados,They will sign temporary work agreements and later they will be replaced by permanent workers.,40
4143,restauração,nf,restoration,especializa-se em restauração e digitalização de imagens de filmes,He specializes in the restoration and digitalization of film images.,41
4144,desaparecimento,nm,"disappearance, vanishing","amargurado com o desaparecimento da filha, ele vagou pelo mundo inteiro à sua procura","Distraught by his daughter’s disappearance, he wandered the whole world searching for her.",39
4145,emigrante,nc,emigrant [EP],na Europa encontram-se muitos descendentes de emigrantes chineses [EP],"In Europe, there are many descendents of Chinese emigrants.",39
4146,territorial,aj,territorial,o Brasil é um país de tamanho territorial imenso,Brazil is a country with immense territorial size.,41
4147,realizador,na,producer [EP],"no cinema, o realizador é responsável pelos aspectos interpretativos do filme. [EP]","In cinematography, the producer is responsible for the interpretative aspects of the film.",40
4148,arrecadação,nf,"collection, saving [BP]",o prefeito coordenou a arrecadação dos fundos,The mayor coordinated the collection of funds.,39
4149,deficiente,aj,deficient,a retardação do crescimento resulta de uma dieta deficiente em certas gorduras,Growth delay is the result of a diet deficient in certain fats.,41
4150,padrinho,nm,"godfather, godparents (pl)","na cerimónia do baptismo católico, as testemunhas ou padrinhos fazem votos","In a Catholic baptismal ceremony, the witnesses or godparents, make vows.",40
4151,elogiar,v,"to praise, compliment",eles elogiaram efusivamente seus esforços,They effusively praised his efforts.,39
4152,casaco,nm,coat,ela tinha obrigado Madalena a proteger-se do frio com um casaco,She had forced Madalena to protect herself from the cold with her coat.,39
4153,lâmina,nf,blade,os meus dedos correm a delgada lâmina da faca,My fingers run along the sharp blade of the knife.,41
4154,alongar,v,"to extend, lengthen","naquele ponto, porém, a terra permanece elevada, alongando-se em planuras amplas","In that area, however, the land remains elevated, extending out into great plains.",42
4155,doido,na,crazy (person),"o doido que estava guiando deu mais velocidade, desrespeitando o sinal vermelho","The crazy person who was driving sped up, ignoring the red light.",39
4156,golfo,nm,gulf (of water),em 1991 começou a Guerra do Golfo,"In 1991, the Gulf War began.",42
4157,prevalecer,v,to prevail,a teoria dos quatro elementos prevaleceu até ao século XVII,The theory of four elements prevailed until the 17th century.,39
4158,esgoto,nm,sewage,"o esgoto desemboca descaradamente no rio, sem qualquer pré-tratamento",The sewage pours directly into the river without any sort of treatment.,39
4159,povoado,nm,"settlement, small village",os navegadores fundaram o primeiro povoado na região,The navigators founded the first settlement in the region.,42
4160,traição,nf,"betrayal, treason","Judas, com remorsos da traição feita ao Mestre, enforcou-se","Judas, feeling remorse for his betrayal of the Master, hung himself.",39
4161,plenário,nm,general assembly,a proposta foi aceite pelo plenário do Consema em 06/08/93,"The proposal was accepted by the general assembly of Consema on August 6, 1993.",40
4162,encanto,nm,"enchantment, fascination",Sua música tem uma leveza e um encanto característicos da música do período,His music has a lightness and enchantment characteristic of music at that time.,39
4163,sombrio,aj,"somber, dark, melancholy",ele enterrou as mãos nos bolsos e tornou-se sombrio,He buried his hands in his pockets and became somber.,39
4164,complexidade,nf,complexity,a complexidade de um exército mecanizado exigia das tropas um vasto leque de capacidades,The complexity of a mechanized army required a wide range of capabilities from the troops.,39
4165,acerto,nm,"success, agreement",assumo total responsabilidade por seus acertos e erros,I take full responsibility for his successes and failures.,39
4166,licitação,nf,"bidding, auction [BP]",a contratação foi feita por meio de licitação,The contracting was done through open bidding.,43
4167,molhado,aj,wet,"depois da chuva, o ar cheirava a terra molhada","After the rain, the air smelled of wet earth.",39
4168,colina,nf,hill,o sol tinha desaparecido para lá das colinas arborizadas,The sun had disappeared behind the wooded hills.,39
4169,querido,aj,"dear, beloved",meu querido amigo Pedro é de uma dignidade incomum,My dear friend Pedro is uncommonly dignified.,39
4170,adormecer,v,to fall asleep,ele adormeceu ao som da suave melodia,He fell asleep to the sound of soft music.,38
4171,abundância,nf,abundance,ele concentrou o seu estudo na abundância de Hélio no universo,He focused his studies on the abundance of helium in the universe.,39
4172,pescar,v,to fish,por várias vezes foram ao mar pescar e ao mato caçar,Several times they went to the sea to fish and to the wilderness to hunt.,38
4173,recear,v,to fear,os médicos receiam que a inalação dos fumos constitua um desastre absoluto,The doctors fear that inhaling the fumes will be an absolute disaster.,39
4174,insuficiente,aj,insufficient,"Contudo, esta teoria tem-se demonstrado insuficiente para explicar o fenómeno","However, this theory has proved to be insufficient to explain the phenomenon.",39
4175,conveniente,aj,convenient,Ir agora a Lisboa não me é nada conveniente,Going to Lisbon right now is not convenient for me at all.,38
4176,patamar,nm,"level, threshold, degree",Bill Gates alcançou assim o patamar de um dos empresários de maior sucesso,Bill Gates thus attained the level of being one of the most successful businessmen.,39
4177,fortalecer,v,to strengthen,é importante fortalecer os valores da família,It is important to strengthen family values.,39
4178,banana,nmf,"banana (F), fool (M)",ele tinha escorregado numa casca de banana,He had slipped on a banana peel.,37
4179,furar,v,"to penetrate, make a hole",os Aliados tentaram furar a linha usando as tropas do Quinto Exército,The Allies tried to penetrate the line using troops from the Fifth Battalion.,39
4180,antiguidade,nf,"antiquity, ancient times",Goethe revela bem a sua admiração pela Antiguidade Clássica,Goethe clearly demonstrated his admiration for classic antiquity.,40
4181,consórcio,nm,"consortium, union (business)",os dois consórcios deram a garantia de não aumentarem o preço,The two consortiums guaranteed that they would not raise the price.,38
4182,ecológico,aj,ecological,a reserva ecológica abriga o último ecossistema original existente na região,The ecological reserve houses the last existing original ecosystem in the region.,43
4183,signo,nm,sign of the zodiac,a astrologia ocidental está baseada nos 12 signos do Zodíaco,Western astrology is based on the twelve signs of the Zodiac.,40
4184,formiga,nf,ant,"embaixo, os homens eram como pequenas formigas apressadas","Down below, the men looked like small, hurried ants.",38
4185,sondagem,nf,"analysis, poll, investigation",cheguei a fazer uma sondagem no mercado para saber quanto ela ganha,I even went as far as doing a market analysis to find out how much she makes.,39
4186,resistente,aj,resistant,eles são bastante resistentes a condições adversas,They are very resistant to adverse conditions.,39
4187,repassar,v,"to go back and forth, revise",a mão do cego passava e repassava pelas cordas da guitarra,The blind man’s hand went back and forth over the guitar strings.,38
4188,devedor,nm,debtor [BP],a maior parte dos municípios devedores deixou de pagar as parcelas,The larger part of the municipal debtors stopped making their payments.,40
4189,assente,aj,"settled, established [EP]",todos tinham a decisão por assente e definitiva [EP],All considered the decision to be settled and definitive.,38
4190,optimista,nc,optimist,pedro mostra-se optimista quanto ao futuro dos nossos atletas,Pedro feels optimistic as to the future of our athletes.,38
4191,trilha,nf,trail [BP],"como a trilha estava coberta por vegetação, o grupo seguiu o rio","Since the trail is covered by vegetation, the group followed the river.",38
4192,incapacidade,nf,inability,a incapacidade de distinguir verdadeiros de falsos inimigos é um dos fatais vícios,The inability to distinguish true from false enemies is a fatal vice.,38
4193,inverter,v,"to reverse, invert",a situação política inverteu-se nas eleições,The political situation got reversed during the elections.,38
4194,olhar,nm,look,seus olhos brilhavam e lançavam olhares mortais umas às outras,Their eyes shone and shot deadly looks at one another.,38
4195,mexicano,na,Mexican,"com auxílio americano, porém, Maximiliano foi assassinado pelos mexicanos revoltados","With American help, however, Maximilian was assassinated by Mexican rebels.",41
4196,agrupamento,nm,collection,desde a geração e o agrupamento de idéias até a composição de um texto contínuo,From the creation of a collection of ideas until the creation of a coherent text.,58
4197,diferenciado,aj,different (type of),não são motivos para se esperar tratamento diferenciado,These are not good enough reasons to expect a different type of treatment.,41
4198,inscrito,aj,"enrolled, inscribed",chegou a ter cerca de 60 mil alunos inscritos,"It had up to 60,000 students enrolled.",39
4199,consoante,av,"according to, in conformity with","Consoante a tática costumeira, os jagunços deslizavam adiante","According to their usual tactics, the hired gunmen crawled onward.",40
4200,cubano,na,Cuban,Che Guevara participou na Revolução Cubana,Che Guevara participated in the Cuban Revolution.,39
4201,monopólio,nm,monopoly,"num monopólio, existe apenas um produtor, pelo que não há concorrência","In a monopoly, there is only one producer, with no competition.",38
4202,espanto,nm,"surprise, wonder, fright","para nosso espanto, a besta reagiu como se fosse um boi","To our surprise, the animal reacted as if it were a bull.",39
4203,pilha,nf,"battery, pile","uma pequena pilha tem um potencial de 1,5 volts",A small battery has a power of 1.5 volts.,38
4204,mesquita,nf,mosque,a mesquita é o centro da vida religiosa do mundo islâmico,The mosque is the center of religious life in the Islamic world.,38
4205,ampliação,nf,"enlargement, amplification",a ampliação do metro tem como base de custos 250 milhões,The metro’s enlargement is expected to cost 250 million.,40
4206,farmacêutico,na,"pharmaceutical, pharmacist","a química farmacêutica pesquisa substâncias fisiologicamente ativas, contidas nas drogas naturais",Pharmaceutical chemistry researches physiologically active substances found in natural drugs.,39
4207,repercussão,nf,repercussion,o incidente teve amplas repercussões e resultou numa grave crise política,The incident had far-reaching repercussions and resulted in a serious political crisis.,38
