Rank,Word,Part of Speech,English Translation,Phrase,English Phrase,Frequency
3611,crédibilité,nf,credibility,la crédibilité de tous les états financiers est compromisé,the credibility of our financial state is compromised,70
3612,fiction,nf,fiction,ce livre est bien une fiction,this book is truly a piece of fiction,54
3613,handicapé,nadj,"disabled, handicapped",il y a aussi les handicapés physiques,there are also the physically handicapped,68
3614,boisson,nf,"drink, beverage",le thé représente la deuxième boisson consommée dans le monde,tea is the second-most consumed drink in the world,77
3615,élaboration,nf,"working-out, development",vous allez demander l’élaboration d’un dossier,you’re going to ask that a file be put together,65
3616,habitation,nf,"residence, home, dwelling, housing",environ 200 habitations ont été détruites,about 200 dwellings were destroyed,67
3617,représentatif,adj,representative,"le Danemark a des syndicats puissants, très représentatifs","Denmark has powerful unions, very representative",74
3618,débrouiller,v,"to untangle, sort out, manage, get by",tu te débrouilles très bien,you’re managing very well,73
3619,imposition,nf,taxation,il veut un taux d’imposition uniforme,he wants a uniform tax rate,56
3620,générer,v,to generate,les aérosols génèrent des pluies acides,aerosols produce acid rain,66
3621,ajustement,nm,adjustment,l’ajustement reste aussi insuffisant,the adjustment is still inadequate,68
3622,princesse,nf,princess,une princesse ne peut pas embrasser un crapaud?,a princess can’t kiss a toad?,65
3623,virer,v,"to turn, change, transfer, kick out",il vire encore une fois à droite,he turns right one more time,62
3624,facilité,nf,"easiness, ease, aptitude",il lit avec facilité,he reads easily,72
3625,postal,adj,"postal, mail",ils lui écrivaient une carte postale,they wrote her a postcard,77
3626,perturber,v,"to disrupt, disturb",je suis perturbée par une enquête que je mène,I’m disturbed by an investigation that I’m leading,67
3627,répercussion,nf,repercussion,le transport a des répercussions sur tous les aspects de notre vie,transportation impacts on all aspects of life,57
3628,oncle,nm,uncle,je vis avec mon oncle et ma tante,I live with my uncle and my aunt,59
3629,viol,nm,rape,je vais crier au viol,I’m going to cry rape,74
3630,culte,nm,"worship, cult",le culte des anciens dieux a été réinstauré,the worship of ancient gods was reinstated,71
3631,gosse,"nm, nf",kid,"nous, on était gosses, on savait pas","we were just kids, we didn’t know",60
3632,équipage,nm,"crew, gear",les membres d’équipage ont retiré la femme de l’eau,the crew members pulled the woman from the water,67
3633,carburant,nadj,fuel,les prix élevés des carburants ont frappé tous les secteurs de l’économie,high gas prices have affected all sectors of the economy,68
3634,canon,nm,"gun, cannon",ils nous ont attaqués au canon à eau et au gaz lacrymogène,they attacked us with water cannons and tear gas,70
3635,prometteur,nadj,promising,l’avenir n’est pas prometteur,the future is not promising,82
3636,apprentissage,nm,"learning, apprenticeship",chaque poste possède un plan d’apprentissage,each job has a training plan,61
3637,soi-disant,adji,"so-called, supposedly",il m’a donné un bijou soi-disant précieux,he gave me a supposedly precious jewel,78
3638,chaussure,nf,"shoe, sneaker",il faut enlever vos chaussures,you must remove your shoes,65
3639,salarial,adj,salary,le problème de l’équité salariale existe,there’s a problem with equitable salaries,61
3640,abolir,v,"to abolish, do away with",l’esclavage n’a jamais vraiment été aboli,slavery never really was abolished,72
3641,pâte,nf,"paste, dough, pasta",ils mangent du riz et des pâtes tous les jours,they eat rice and noodles every day,83
3642,cohésion,nf,cohesion,"tant que cette situation durera, la cohésion ne sera jamais atteinte","as long as this situation lasts, unity will never be achieved",52
3643,ruine,nf,"ruin, ruins",la maison était en ruine,the house was in ruins,64
3644,percer,v,"to pierce, drill, break into",le couteau avait percé la chair avec précision,the knife pierced the flesh with exactness,72
3645,rassemblement,nm,"gathering, collecting, assembling",rassemblement au gymnase pour une annonce spêciale,there’s an assembly in the gymnasium for a special annoucement,67
3646,malentendu,nm,misunderstanding,ce n’est qu’un malentendu ridicule,it’s nothing but a ridiculous misunderstanding,64
3647,soigneusement,adv,"tidily, neatly, carefully",j’ai soigneusement examiné le document,I examined the document carefully,76
3648,pot,nm,"jar, pot",j’ai arrêté de vendre du pot puis de la coke,"I stopped selling pot, then coke",67
3649,règne,nm,reign,"en France, c’est le règne du politiquement correct","in France, it’s the reign of political correctness",75
3650,impulsion,nf,"impulse, pulse",il y avait une impulsion qui nous poussait,there was an impulse that pushed us,60
3651,physiquement,adv,physically,il était physiquement plus fort que moi,he was physically stronger than me,81
3652,minimal,adj,"minimal, minimum",une peine minimale de quatre ans est juste et équitable,a minimum sentence of four years is just and equitable,62
3653,fossé,nm,ditch,la forêt se terminait par un fossé,the forest ended at a ditch,78
3654,dépens,nmpl,expense,la Russie a affirmé ses ambitions aux dépens de l’Italie,Russia affirmed its ambitions at Italy’s expense,83
3655,implanter,v,"to implant, set up, establish",il est nécessaire d’implanter un nouveau système,it’s necessary to set up a new system,71
3656,descendant,nadj,"downward, descending, descendant",les descendants parleront de leurs ancêtres disparus,the descendants will speak of their ancestors who have disappeared,76
3657,politiquement,adv,"politically, diplomatically",il est politiquement correct d’être anti-américain,it’s politically correct to be anti-American,72
3658,crever,v,"to burst, puncture",quel pneu est crevé? c’est pas de ton côté,which tire is flat. it’s not on your side,57
3659,interruption,nf,"interruption, break","elle parlait sans interruption, d’un air raisonnable","she spoke uninterrupted, quite reasonably",60
3660,polonais,nadj(pl),Polish,vous dites avoir des racines polonaises,you say you have Polish roots,69
3661,patrie,nf,"homeland, home country",ils ont parlé de protection de la patrie,they talked about protecting the homeland,67
3662,prélèvement,nm,"imposition, levying, withdrawal, removal, deduction","un prélèvement est, en réalité, une taxe","a deduction is, in fact, a tax",64
3663,ex,nmfi,ex,mon ex serait ravie que je vous parle,my ex will be thrilled that I’m speaking to you,51
3664,studio,nm,"studio, studio apartment",mon bureau était en face du studio,my office is across from the studio,64
3665,intégrité,nf,integrity,lui au moins a gardé son intégrité,at least he kept his integrity,68
3666,prescrire,v,"to order, command, prescribe, stipulate",ils prescrivent ces médicaments,they prescribe these medicines,72
3667,exhorter,v,"to exhort, urge",je l’exhorte à retirer sa motion,I exhort her to repeal her motion,57
3668,tribu,nf,tribe,"nous sommes une tribu, une communauté","we’re a tribe, a community",76
3669,globe,nm,globe,ils viennent de toutes les régions du globe,they come from all parts of the globe,83
3670,apaiser,v,"to calm, appease, calm down","officiellement, les tensions s’apaisent","officially, tensions are cooling",75
3671,sélectionner,v,to select,il faut avant tout sélectionner les rôles qui nous plaisent,above all we have to select the roles that we enjoy,58
3672,familier,nadj,"familiar, informal","apparemment, cette voix t’est familière",apparently this voice is familiar to you,66
3673,quinzaine,nf,"about fifteen, two weeks","dans moins d’une quinzaine, vous serez un homme libre","in less than two weeks, you’ll be a free man",69
3674,paralyser,v,to paralyze,la mine est paralysée par la grève,the mine is paralyzed by the strike,76
3675,impatience,nf,impatience,nous vous attendons avec impatience,we’re waiting impatiently for you,70
3676,logiciel,nm,"software, program, application",il vous faudra peut-être réinstaller votre logiciel,you might have to reinstall your software,59
3677,visiblement,adv,"obviously, clearly, visibly","il se tait, se domine visiblement","he shuts up, visibly controlling himself",72
3678,suicider,v,to commit suicide,quatre suspects se sont suicidés samedi,four suspects committed suicide Saturday,70
3679,préjugé,nm,"prejudice, bias",il est moins facile de désintégrer un préjugé qu’un atome,it’s harder to smash a prejudice than an atom,77
3680,impératif,nadj,"need, necessity, urgent, imperative","c’est impératif, c’est nécessaire","it’s imperative, it’s necessary",72
3681,renvoi,nm,"dismissal, expulsion, suspension, cross-reference",il allait demander ton renvoi de la police,he was going to seek your suspension from the police force,58
3682,charme,nm,charm,la liberté est une espèce de charme,liberty is a kind of charm,59
3683,atout,nm,"trump, asset",l’Oscar est un atout commercial de calibre mondial,the Oscar is a worldwide commercial asset,75
3684,portugais,nadj(pl),Portuguese,admettons que je sois portugais,let’s assume I’m Portuguese,64
3685,nord-ouest,nmi,north-west,un tremblement de terre secoue le nordouest de la Turquie,an earthquake shakes northwestern Turkey,59
3686,affaiblissement,nm,weakening,l’euro a profité de l’affaiblissement du dollar,the euro has profited from the weakened dollar,43
3687,balayer,v,"to sweep up, sweep out","une fois qu’on aura balayé, ce sera à nouveau impeccable","once we’ve swept it, it will be impeccable again",75
3688,peupler,v,"to populate, inhabit",l’enfer est peuplé d’anges,hell is populated by angels,76
3689,cauchemar,nm,"nightmare, bad dream",toute cette affaire est un vrai cauchemar,this whole affair is a real nightmare,69
3690,pénible,adj(f),"hard, difficult, painful, tiresome",ton incompétence devient extrêmement pénible,your incompetence is becoming extremely bothersome,69
3691,venue,nf,coming,une grande nouveauté récente est la venue des nouveaux dépanneurs,a big recent trend is the arrival of new convenience stores,78
3692,ballon,nm,ball,l’usage de tout autre ballon est strictement interdit,use of any other ball is strictly forbidden,67
3693,abstenir,v,"to abstain, refrain",vous feriez mieux de vous abstenir,you would do better to abstain,74
3694,affrontement,nm,"clash, confrontation",il y a eu des affrontements dans les rues,there were confrontations in the streets,55
3695,expulser,v,"to expel, evict, deport, throw out",les policiers l’expulseront légalement de la propriété,the police will evict her legally from the property,70
3696,resserrer,v,"to tighten up, strengthen","nous devrions nous voir plus souvent, resserrer nos relations","we should see each other more often, strengthen our relations",83
3697,activement,adv,actively,les évadés sont activement recherchés,the fugitives are being actively sought,75
3698,décor,nm,"scenery, décor, set",on a déjà changé le décor en milieu d’année,we already changed the decor mid-year,66
3699,compassion,nf,compassion,nous avons toujours réagi avec compassion,we have always reacted with compassion,67
3700,couronne,nf,"crown, wreath",aucune couronne ne tient sur aucune tête,crowns don’t stay on anybody’s head,67
3701,descente,nf,"descent, raid, downward slope",le PCF poursuit sa descente aux enfers,the French Communist Party continues its descent into hell,65
3702,plancher,"nm, v",floor,il entendit la clef tomber sur le plancher,he heard the key fall onto the floor,69
3703,trentaine,nf,about thirty,je suis contente d’arriver à la trentaine,I’m happy to have reached thirty years old,68
3704,détresse,nf,distress,nous répondons à votre signal de détresse,we are responding to your distress signal,80
3705,escalier,nm,"stairs, staircase",il montait et descendait l’escalier,he climbed up and down the stairs,57
3706,barrage,nm,"barrier, obstruction, dam, roadblock",de nombreux barrages ont été érigés par la police,many barricades were erected by the police,64
3707,néant,nm,nothingness,vous réduisez ma vie à néant,you’re reducing my life to oblivion,75
3708,support,nm,"support, stand",reste là. c’est un support moral,stay there. it’s a moral support,55
3709,effondrement,nm,"collapse, caving-in, falling-in, breaking-down",on va assister à l’effondrement de l’histoire de la finance,we’ll witness a collapse of financial history,68
3710,encaisser,v,"to receive, collect, cash",j’encaisserai son chèque dans la matinée,I will cash her check in the morning,82
3711,déduire,v,"to deduct, deduce, infer, figure out",j’en ai déduit de façon certaine que je l’avais perdue,I figured out for sure that I had lost it,76
3712,baptiser,v,"to name, christen, baptize",j’ai baptisé presque tous les habitants de la ville,I baptized almost everyone living in the city,73
3713,incompatible,adj(f),incompatible,les deux choses sont tout à fait incompatibles,the two things are completely incompatible,82
3714,bienvenu,nadj,welcome,j’aimerais vous souhaiter à tous la bienvenue,I would like to welcome you all,60
3715,espérance,nf,hope,je pars donc dans l’espérance de vous revoir,so I’m leaving in the hopes of seeing you again,71
3716,synthèse,nf,"summary, synthesis",il s’agit d’une synthèse fondée sur les connaissances,it’s a synthesis based on knowledge,61
3717,conjoncture,nf,"situation, climate",la conjoncture économique n’est plus la même,the economic climate is not the same,54
3718,défier,v,"to challenge, defy, distrust",il aimait à défier le destin par fierté,he liked to defy destiny with pride,77
3719,baie,nf,bay; berry,la baie immense de Naples s’éployait sans fin,the immense bay of Naples extended endlessly,81
3720,récompense,nf,"reward, award",ton courage mérite récompense,your courage should be rewarded,74
3721,étendue,nf,"area, expanse, duration, extent, range",il fut surpris de l’étendue de son savoir,he was surprised at the extent of her knowledge,70
3722,tiens,"nadjpl, intj","ah, well","tiens, je te rends tes 5 livres","here, I’m returning your 5 books",50
3723,carnet,nm,"notebook, notepad",j’inscrivais les rendez-vous sur mon carnet,I wrote the meetings in my notebook,75
3724,banc,nm,"bench, workbench, pew",il alla s’asseoir sur le banc,he went to sit on the bench,63
3725,réformer,v,"to re-form, reform, discharge",il était nécessaire de réformer l’ancien système d’assurance-chômage,it was necessary to reform the old unemployment insurance system,73
3726,assise,nf,"basis, foundation",l’équité est l’une des assises fondamentales,equity is one of the fundamental bases,71
3727,énergétique,nadj(f),"energic, vigorous",c’est l’industrie des services énergétiques,it’s the energy services industry,62
3728,reléguer,v,to relegate,ils sont relégués aux banquettes arrières,they have been relegated to the back bench,86
3729,architecte,"nm, nf",architect,c’est un architecte merveilleux,he’s a marvelous architect,82
3730,deuxièmement,adv,secondly,"deuxièmement, ce n’est pas ma faute","second, it’s not my fault",55
3731,vedette,nf,"star, patrol boat","des tas de vedettes viennent ici, vous savez","lots of movie stars come here, you know",65
3732,intervenant,nadj,"contributor, intervener",j’ai été un intervenant de notre système de justice,I was an intervener in our justice system,59
3733,séminaire,nm,"seminar, seminary",je vais vous dire. ces séminaires m’excitent à mort,I’ll tell you. these seminars bore me to death,70
3734,contrer,v,to counter,"heureusement, je sais comment contrer ça","happily, I know how to counter this",80
3735,nerveux,nadj(pl),"nervous, irritable",les tests me rendent nerveux,tests make me nervous,69
3736,assaut,nm,"assault, attack, bout",vous mènerez la 1ère vague d’assaut,you will lead the first wave of attack,70
3737,couteau,nm,knife,pourquoi t’achètes des couteaux?,why are you buying knives?,65
3738,arbitraire,nadj(f),arbitrary,la police se livre à des activités arbitraires,the police are prone to arbitrary activities,72
3739,vraisemblablement,adv,most probably,les prix resteront vraisemblablement stables,the prices will likely remain stable,75
3740,propagation,nf,"propagation, spreading",vous vous acheminez vers une propagation de votre théorie?,you’re making progress towards spreading your theory?,54
3741,masculin,nadj,"male, masculine",je n’entendis que des voix masculines,all I heard was masculine voices,72
3742,imiter,v,to imitate,j’imitais les gestes de mes voisins,I imitated the gestures of my neghbors,72
3743,embaucher,v,to hire,"en onze mois, il a embauché sept personnes",in eleven months he hired seven people,72
3744,primordial,adj,"primordial, basic, vital, primary",la citoyenneté revêt une importance primordiale,citizenship assumes primary importance,76
3745,arbitre,"nm, nf","referee, arbitrer, arbitrator",c’est un bon arbitre. il arbitre bien,he’s a good arbitrator. he judges well,74
3746,manteau,nm,"coat, overcoat",j’aurais dû enlever mon manteau et le jeter par la fenêtre,I should have removed my coat and thrown it out the window,58
3747,implication,nf,implication,ceci peut avoir d’énormes implications,this could have enormous implications,67
3748,grand-père,nm,grandfather,c’est grand-père qui me l’a fait comprendre,Grandfather’s the one who helped me understand that,61
3749,reflet,nm,"reflection, glint, highlight",mes livres sont le reflet de mes propres expériences,my books reflect my own experiences,64
3750,requête,nf,"request, petition",la requête iranienne bloque les négociations,the Iranian request has stalled negotiations,77
3751,décliner,v,"to decline, refuse, turn down",vous avez décliné notre offre,you have declined our offer,79
3752,rideau,nm,curtain,"«ferme les rideaux», dis-je","“close the curtains”, I said",61
3753,fermé,adj,"shut, closed, locked",je pourrais dessiner les yeux fermés,I could draw with my eyes closed,72
3754,manipulation,nf,"handling, manipulation",la manipulation génétique n’est pas une bonne chose,genetic manipulation isn’t a good thing,71
3755,piquer,v,"to sting, bite, prick, be hot; to steal",ne me piquez pas mon taxi … passez votre chemin,don’t you take my taxi … scram,64
3756,assiette,nf,"plate, dish, bowl",je prendrai l’assiette de crudités,I will take the veggie plate,73
3757,gigantesque,nadj(f),"gigantic, immense",il s’agit là d’un problème gigantesque,that’s a huge problem,76
3758,rival,nadj,rival,ils ne peuvent pas tuer leur rival,they can’t kill their rival,62
3759,refermer,v,"to close again, shut again, close up",j’entends la porte se refermer derrière moi,I hear the door close behind me,60
3760,écu,nm,ecu,plus de 100 millions d’écus seront gaspillés,over 100 million ecus will be wasted,48
3761,confus,adj(pl),"confused, embarrassed","je suis très confus, je ne sais pas pourquoi",I’m very confused – I don’t know why,72
3762,expédition,nf,"dispatch, shipping, shipment, expedition",je n’ai jamais regretté une seule expédition,I never regretted a single expedition,81
3763,reconstituer,v,"to reconstitute, restore, reconstruct",je dois donc reconstituer des réserves,I therefore have to rebuild some reserves,76
3764,protégé,nadj,"protected, protégé",elle était sa protégée et devait normalement lui succéder,she was his protégée and should normally have replaced him,84
3765,chant,nm,song,nous allons prendre des cours de chant à domicile,we’re going to take singing lessons at home,66
3766,diplomatie,nf,diplomacy,il y faut toute une diplomatie et une patience infinie,there we need true diplomacy and infinite patience,56
3767,lieutenant,nm,lieutenant,"la guerre est finie, mon lieutenant","the war is over, Lieutenant",62
3768,réputé,adj,"famous, renowned",son personnel est réputé pour son service hors pair,its staff has a reputation for unequalled service,68
3769,indirect,adj,indirect,est-ce une référence indirecte à la religion?,is that an indirect reference to religion?,78
3770,apte,adj(f),capable,la France est parfaitement apte à s’adapter,France is perfectly able to adapt,85
3771,dépêcher,v,"to dispatch, send, hurry","j’ai bloqué l’ascenseur, dépêchez vous, vite","I’m holding the elevator—hurry up, quick",64
3772,démentir,v,"to deny, refute, contradict",la Maison Blanche a démenti cette nouvelle version,the White House contradicted this new version,61
3773,sud-ouest,nmi,south-west,quelque chose approche en provenance du sud-ouest,something is coming from the south-west,60
3774,envergure,nf,"wingspan, breadth, scope",quel projet d’envergure se fait instantanément?,what large-scale project happens in an instant?,79
3775,touche,nf,"button, key, touch, touchline",elle appuie sur une touche. allo?,she pushes a button. hello?,75
3776,déterminant,nadj,"determining, deciding, crucial",il a joué un rôle déterminant lors du coup d’Etat,he played a crucial role during the insurrection,73
3777,sous-marin,nadj,"submarine, underwater",la marine chinoise dispose de 69 sous-marins,the Chinese navy has 69 submarines,78
3778,acheminement,nm,"routing, shipment",il aurait organisé l’acheminement des explosifs,he allegedly organized the shipment of explosives,41
3779,externe,nadj(f),"external, outer",les problèmes externes se révèlent aussi importants,the external problems prove as important,69
3780,hôte,nm,"host, guest",je sais accueillir mes hôtes,I know how to welcome my guests,75
3781,assassin,nadj,"murderer, assassin",l’assassin cache peut-être ses victimes,the assassin might be hiding his victims,68
3782,confirmation,nf,confirmation,les syndicats veulent une confirmation écrite,the unions want written confirmation,64
3783,tapis,nm(pl),"carpet, mat, covering",il faut les accueillir avec le tapis rouge,they should be given a red-carpet welcome,74
3784,corde,nf,"rope, chord, string",je l’ai étranglé. avec une corde,I strangled him. with a rope,66
3785,notable,nadj(f),"notable, noteworthy",il y a des disparités notables entre pays,there are noteworthy disparities among countries,72
3786,rationnel,nadj,rational,il y a une explication rationnelle à tout cela,there’s a rational explanation for all that,70
3787,divin,"adj, nm","divine, heavenly","vous êtes divine, adorable","you’re divine, adorable",61
3788,endormir,v,"to put to sleep, fall asleep",je ne voulais surtout pas m’endormir au volant,I certainly didn’t want to fall asleep at the wheel,57
3789,épais,"adj(pl), adv","thick, pitch dark, thickly",c’était des lunettes très épaisses,they were very thick eyeglasses,63
3790,exposé,nadj,"account, statement, talk",j’en ai parlé dans mon exposé,I spoke of it in my statement,70
3791,boutique,nf,shop,"les émeutiers pillèrent les boutiques, les maisons, les ateliers","the rioters looted shops, houses, workshops",71
3792,récolter,v,"to harvest, gather",je récolte en permanence les histoires des gens,I gather for posterity people’s stories,83
3793,tchèque,nadj(f),Czech,la République tchèque est l’une des grandes démocraties,the Czech Republic is one of the great democracies,58
3794,autoroute,nf,"motorway, highway, freeway",de nombreuses autoroutes ont dû être fermées,many highways had to be closed,66
3795,maternité,nf,"maternity, motherhood",j’ai pris un congé maternité,I took maternity leave,84
3796,là-dedans,adv,"inside, in it",maintenant rentre là-dedans et fais-moi du thé,now go back inside and make me some tea,61
3797,différend,nm,"disagreement, controversy",nous venons de régler le différend qui nous opposait,we have just resolved the disagreement that separated us,65
3798,explicite,adj(f),explicitly,c’étaient des impératifs assez explicites,they were rather explicit requirements,79
3799,comté,nm,"county, earldom",c’est un des plus beaux comtés au Canada,it’s one of the most beautiful counties in Canada,62
3800,par-dessus,adv,over,elle voulait un enfant par-dessus tout,she wanted a child more than anything,62
3801,quota,nm,quota,il ne peut justifier une hausse des quotas de phoques,he can’t justify raising the seal quota,65
3802,tailler,v,"to cut, carve, engrave, sharpen, trim",le résultat fut une cote mal taillée,the result was a badly tailored quote,72
3803,apparent,adj,"apparent, obvious",je me surprenais à pleurer sans cause apparente,I surprised myself by weeping without any apparent cause,76
3804,enfuir,v,"to run away, flee","je voudrais m’enfuir, mais je suis comme paralysée",I wanted to escape but it’s like I’m paralyzed,67
3805,assistant,nm,assistant,j’ai demandé à être assistant stagiaire,I asked to be an intern,75
3806,portion,nf,"portion, share",les pannes ont frappé de larges portions du sud de Moscou,blackouts hit large portions of southern Moscow,83
3807,allocation,nf,"allocation, granting, allotment, allowance",il dirigeait l’allocation des ressources,he directed the allocation of resources,70
3808,spéculation,nf,speculation,la fièvre de la spéculation a produit les mariages d’argent,speculation madness led to money marriages,72
3809,décéder,v,"to die, pass away, pass on",une vieille dame est décédée pendant qu’elle dormait,an elderly woman died in her sleep,61
3810,serré,"adj, adv","tight, packed, crowded",le budget est serré cette année,the budget is tight this year,76
3811,enquêter,v,"to investigate, hold inquiry, conduct a survey",tu veux vraiment enquêter sur lui?,you really want to investigate him?,73
3812,dix-sept,"det, nmi",seventeen,la ville brûla pendant dix-sept jours,the city burned for seventeen days,59
3813,allonger,v,"to lengthen, extend, stretch out",je m’allongeai sur mon lit,I stretched out on my bed,66
3814,chauffeur,nm,"driver, chauffeur",le chauffeur du véhicule n’a pas été identifié,the driver of the vehicle has not been identified,68
3815,prospérité,nf,prosperity,la société japonaise a connu une grande prospérité,Japanese society enjoyed great prosperity,72
3816,ambiguïté,nf,ambiguity,cette affirmation cache encore bien des ambiguïtés,this assertion still hides several ambiguities,77
3817,bourgeois,nadj(pl),middle class,ses parents vivaient comme des bourgeois,her parents lived like middle-class people,60
3818,touristique,adj(f),"holiday, tourist",elle évite les lieux touristiques,she avoids tourist traps,76
3819,obscur,adj,"dark, vague, obscure",c’est le combat entre les forces obscures et les forces de la lumière,it’s the struggle between the dark forces and the forces of light,64
3820,cou,nm,neck,elle nouait ses bras à mon cou,she wrapped her arms around my neck,58
3821,invention,nf,invention,le calendrier est une invention humaine,the calendar is a human invention,71
3822,boucle,nf,"loop, buckle, curl",ils sont si mignons avec leurs boucles blondes,they are so cute with their blond curls,64
3823,flou,adj,"blurred, fuzzy, vague","tout dans la pièce lui sembla flou, déformé",everything in the room seemed blurred to him,74
3824,redire,v,"to say again, repeat",je te l’ai dit et redit,"I told you once, and then again",79
3825,consultatif,adj,advisory,ils seront réduits à un rôle consultatif,they will be relegated to an advisory role,65
3826,torturer,v,to torture,elle m’a torturée mentalement toute l’année,she tortured me mentally all year long,73
3827,carton,nm,"cardboard, card, score",il y a une petite boîte de carton où vous trouverez un carnet de timbres,there is a little cardboard box where you will find a book of stamps,69
3828,effrayer,v,"to frighten, scare",le futur m’attirait et m’effrayait à la fois,the future both attracted me and scared me,66
3829,pitié,nf,"pity, mercy",enfin le ciel eut pitié de cette mère malheureuse,finally heaven had pity on this unhappy mother,56
3830,complexité,nf,complexity,le livre explore la complexité de la société de l’information,the book explores the complexity of the information society,69
3831,favori,nadj,favorite,le favori a gagné. nous le félicitons,the faorite won. we congratulated him,68
3832,noyau,nm,"core, nucleus, pit",il recracha le noyau d’une olive,he spat out an olive pit,67
3833,brandir,v,"to brandish, wield, wave",il brandit longuement les poings sous l’ovation,he pumped his fists as the crowd cheered,77
3834,repenser,v,to rethink,il faut complètement repenser le tourisme,tourism must be completely rethought,80
3835,timide,nadj(f),"timid, shy, bashful","sois pas timide, petit minou","don’t be timid, little buddy",73
3836,audition,nf,"hearing, examination, audition",on a assisté aux auditions,we attended the hearings,72
3837,comptabilité,nf,"accountancy, accounting, book-keeping",il a fait beaucoup de travail en comptabilité,he worked extensively in accounting,77
3838,précaire,adj(f),"precarious, makeshift",le futur de leurs fils devient précaire,their son’s future was becoming precarious,77
3839,trône,nm,throne,nous sommes des auxiliaires du trône pontifical,we are assistants to the pontifical throne,64
3840,insulter,v,to insult,jamais je ne vous aurais insulté de propos délibérés,I never would have insulted you deliberately,78
3841,saut,nm,"jump, leap",il a fait le grand saut,he made the big leap,75
3842,amende,nf,fine,il devra payer l’amende,he’ll have to pay the fine,67
3843,différemment,adv,differently,les femmes ont voté différemment de leurs maris,the women voted differently from their husbands,72
3844,programmation,nf,programming,c’est trois heures de programmation par jour en direct,it’s three hours of live daily programming,50
3845,crédible,adj(f),credible,"notre système est crédible, reconnu mondialement","our system is credible, recognized worldwide",76
3846,justification,nf,"justification, proof",on ne saurait trouver de justification au terrorisme,there’s no justification for terrorism,76
3847,conservation,nf,"preservation, preserving, retention",quelles mesures de conservation peuvent être prises,what conservation measures can be taken,65
3848,transit,nm,transit,le fric est en transit. bouge pas,the loot is on its way. don’t move,45
3849,organisateur,nadj,"organiser, organising",il a été l’un des principaux organisateurs,he was one of the principal organizers,64
3850,galerie,nf,gallery,il y a toute une galerie de personnages,there’s a whole range of personalities,74
3851,aménagement,nm,"development, planning, fitting, adjustment","alors, on a fait des aménagements","so, we made some adjustments",70
3852,manifestant,nm,"protester, demonstrator",les manifestants ont fait monter la pression,the protesters increased the pressure,51
3853,char,nm,tank,j’entends vaguement les chars qui s’approchent,I barely hear the tanks as they approach,66
3854,criminalité,nf,crime,la prévention de la criminalité devrait être notre objectif final,crime prevention should be our ultimate goal,57
3855,masquer,v,"to mask, conceal, put on a mask","le brouillard descendit des montagnes, masquant le coucher de soleil","the fog rolled down the mountains, masking the sunset",73
3856,masque,nm,mask,je voudrais voir le visage derrière ce masque,I would like to see the face behind that mask,71
3857,dorénavant,adv,"from now on, henceforth",j’écrirai dorénavant sur les deux côtés de la page,from now on I will write on both sides of the page,80
3858,festival,nm,festival,j’étais dans un festival de musique,I was in a music festival,57
3859,prôner,v,"to laud, extol, advocate, commend",l’évangile prône la pauvreté,the gospel preaches poverty,72
3860,radicalement,adv,radically,"aujourd’hui, la situation est radicalement différente","today, the situation is radically different",77
3861,franchise,nf,"frankness, exemption, duty-free, franchise, deductible",vous parlez avec une grande franchise,you speak very frankly,77
3862,ultérieur,adj,"later, subsequent",sauvegardez-la pour un traitement ultérieur,save it for subsequent processing,56
3863,expédier,v,"to send, dispatch",nous l’expédions dans des pays comme le Japon,we send him to countries like Japan,77
3864,axer,v,to center,sa morale privée était axée sur le culte de la famille,her private morals centered on family worship,69
3865,propager,v,"to propagate, spread",vous propagez le malheur des gens au monde entier,you’re spreading people’s misery througout the world,74
3866,rectifier,v,"to rectify, correct",nul n’osa l’interrompre pour rectifier,nobody dared interrupt her to correct her,83
3867,tennis,nmi,tennis,la télévision retransmettait un match de tennis,the television rebroadcast a tennis match,54
3868,avenue,nf,avenue,ils empruntèrent d’abord une grande avenue,first they took a broad street,73
3869,vengeance,nf,revenge,le désir de vengeance est bon pour la santé,the desire for revenge is healthy,76
3870,émouvoir,v,"to move, touch",j’ai été profondément ému par la cérémonie,I was deeply moved by the ceremony,67
3871,hé,intj,hey,"hé, les gars, regardez par ici","hey, guys, look over here",46
3872,génial,adj,"inspired, great, brilliant",j’ai une idée géniale,I have a brilliant idea,53
3873,réduit,nm,"reduced, scaled-down, cut-down, tiny room, hideout",nous avions une équipe très réduite,we had a team that had been greatly reduced,80
3874,alléger,v,"to lighten, alleviate,",il est temps d’alléger les impôts,it’s time to reduce taxes,73
3875,vierge,nadj(f),virgin,la Vierge est célébrée deux fois l’an,the Virgin is celebrated twice a year,65
3876,meuble,nadj(f),piece of furniture,on me cache derrière un meuble,they hid me behind a piece of furniture,65
3877,rapprochement,nm,"bringing together, coming closer, parallel",nous cherchons un rapprochement entre les deux extrêmes,we’re seeking a consensus between the two extremes,67
3878,confession,nf,confession,la confession de mes fautes me permet de recommencer,confessing my faults allows me to start afresh,75
3879,suspens,nm(pl),"suspension, abeyance",trop de questions vont rester en suspens,too many questions will remain unresolved,82
3880,dégradation,nf,"degrading, damaging, erosion; demotion",il vient de subir une nouvelle dégradation,he has just been demoted again,62
